track,frame_idx,instance.score,Base.x,Base.y,Base.score,Leaf_E1.x,Leaf_E1.y,Leaf_E1.score,Leaf_I2.x,Leaf_I2.y,Leaf_I2.score,Leaf_I3.x,Leaf_I3.y,Leaf_I3.score,Leaf_E4.x,Leaf_E4.y,Leaf_E4.score
1,0,,243.64344593052556,409.00591715976327,,127.59795432951,383.7915657537445,,179.2825159953129,354.8582842148653,,258.1730431436042,354.4700338710077,,332.6994903051894,408.02804515446576,
2,0,,489.03989563466763,418.094674556213,,369.9648182348353,386.821151552561,,432.25293019649627,356.37307711427366,,547.4984869305863,360.5292054686407,,614.4509695951303,401.9688735568326,
3,0,,817.7499548062651,402.9467455621302,,680.4973626135336,382.2767728543362,,753.3890248710525,333.65118362314945,,864.0902029069177,352.9552409715993,,917.4095494767871,403.4836664562408,
4,0,,1022.2469962263835,401.431952662722,,916.805054921226,385.30635865315276,,974.548788184662,333.6511836231495,,1070.1020372264445,343.8664835751496,,1112.8178335004554,386.8209445627498,
1,25,,243.64344593052556,409.00591715976327,,138.201504625368,391.3655302507859,,177.7677230959046,353.34349131545696,,259.68783604301257,351.4404480721912,,334.21428320459756,411.0576309532822,
2,25,,489.03989563466763,418.094674556213,,362.3908537377939,395.90990894901074,,420.13458700123,348.79911261723225,,552.0428656288111,360.5292054686407,,618.9953482933553,401.9688735568326,
3,25,,817.7499548062651,402.9467455621302,,675.9529839153086,380.76197995492794,,750.3594390722358,330.62159782433287,,855.0014455104681,352.9552409715993,,917.4095494767871,403.4836664562408,
4,25,,1022.2469962263835,401.431952662722,,916.805054921226,385.30635865315276,,974.548788184662,333.6511836231495,,1070.1020372264445,343.8664835751496,,1112.8178335004554,386.8209445627498,
1,106,,243.64344593052556,409.00591715976327,,133.65712592714317,386.8211515525611,,177.7677230959046,353.34349131545696,,259.68783604301257,351.4404480721912,,334.21428320459756,411.0576309532822,
2,106,,489.03989563466763,418.094674556213,,362.3908537377939,395.90990894901074,,420.13458700123,348.79911261723225,,552.0428656288111,360.5292054686407,,618.9953482933553,401.9688735568326,
3,106,,817.7499548062651,402.9467455621302,,675.9529839153086,380.76197995492794,,750.3594390722358,330.62159782433287,,847.4274810134268,343.8664835751496,,917.4095494767871,403.4836664562408,
4,106,,1022.2469962263835,401.431952662722,,916.805054921226,385.30635865315276,,974.548788184662,333.6511836231495,,1070.1020372264445,343.8664835751496,,1112.8178335004554,386.8209445627498,
1,186,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,177.7677230959046,353.34349131545696,,259.68783604301257,351.4404480721912,,334.2142832045975,409.5428380538739,
2,186,,489.03989563466763,418.094674556213,,366.93523243601874,395.90990894901074,,420.13458700123,348.79911261723225,,549.0132798299946,360.5292054686407,,618.9953482933553,401.9688735568326,
3,186,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,745.815060374011,329.1068049249246,,842.883102315202,336.29251907810817,,917.4095494767871,404.9984593556492,
4,186,,1022.2469962263835,401.431952662722,,916.8050549212262,383.7915657537444,,971.5192023858456,333.6511836231495,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,266,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,255.14345734478763,351.4404480721912,,335.7290761040058,408.02804515446564,
2,266,,489.03989563466763,418.094674556213,,359.36126793897733,395.90990894901074,,420.13458700123,348.79911261723225,,544.4689011317698,360.5292054686407,,618.9953482933553,401.9688735568326,
3,266,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,745.815060374011,329.1068049249246,,835.3091378181603,333.26293327929164,,917.4095494767871,404.9984593556492,
4,266,,1022.2469962263835,401.431952662722,,916.8050549212262,383.7915657537444,,971.5192023858456,333.6511836231495,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,347,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,255.14345734478763,351.4404480721912,,335.7290761040058,408.02804515446564,
2,347,,489.03989563466763,418.094674556213,,356.33168214016075,398.9394947478273,,424.6789656994548,350.3139055166406,,539.9245224335449,354.47003387100756,,618.9953482933553,401.9688735568326,
3,347,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,745.815060374011,329.1068049249246,,835.3091378181603,333.26293327929164,,917.4095494767871,404.9984593556492,
4,347,,1022.2469962263835,401.431952662722,,916.8050549212262,383.7915657537444,,971.5192023858456,333.6511836231495,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,427,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,255.14345734478763,351.4404480721912,,335.7290761040058,408.02804515446564,
2,427,,489.03989563466763,418.094674556213,,356.33168214016075,398.9394947478273,,424.6789656994548,347.28431971782413,,539.9245224335449,354.47003387100756,,618.9953482933553,401.9688735568326,
3,427,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,745.815060374011,329.1068049249246,,835.3091378181603,333.26293327929164,,917.4095494767871,404.9984593556492,
4,427,,1022.2469962263835,401.431952662722,,916.8050549212262,383.7915657537444,,973.0339952852537,333.6511836231495,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,508,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,255.14345734478763,351.4404480721912,,335.7290761040058,408.02804515446564,
2,508,,489.03989563466763,418.094674556213,,353.30209634134417,398.9394947478273,,427.7085514982713,342.7399410195993,,542.9541082323615,354.47003387100756,,618.9953482933553,401.9688735568326,
3,508,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,741.2706816757861,330.62159782433287,,835.3091378181603,327.2037616816586,,917.4095494767871,409.542838053874,
4,508,,1022.2469962263835,401.431952662722,,916.8050549212262,383.7915657537444,,979.0931668828869,329.1068049249246,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,589,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,271.8061792382787,352.95524097159955,,335.7290761040058,408.02804515446564,
2,589,,489.03989563466763,418.094674556213,,359.3612679389772,414.08742374191024,,435.2825159953127,338.1955623213745,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,589,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,744.3002674746026,333.65118362314934,,835.3091378181603,327.2037616816586,,917.4095494767871,409.542838053874,
4,589,,1022.2469962263835,401.431952662722,,916.805054921226,391.3655302507858,,982.1227526817036,327.5920120255163,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,669,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,270.2913863388704,352.95524097159955,,335.7290761040058,408.02804515446564,
2,669,,489.03989563466763,418.094674556213,,359.3612679389772,414.08742374191024,,438.31210179412926,336.68076942196626,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,669,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,744.3002674746026,333.65118362314934,,842.8831023152013,333.26293327929176,,924.9835139738286,400.45408065742424,
4,669,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,983.6375455811119,324.5624262266997,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,750,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,270.2913863388704,352.95524097159955,,335.7290761040058,408.02804515446564,
2,750,,489.03989563466763,418.094674556213,,359.3612679389772,414.08742374191024,,438.31210179412926,327.59201202551657,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,750,,817.7499548062651,402.9467455621302,,674.4381910159002,379.2471870555197,,747.3298532734191,333.65118362314934,,842.8831023152013,333.26293327929176,,921.9539281750122,400.45408065742424,
4,750,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,983.6375455811119,324.5624262266997,,1074.6464159246693,345.3812764745578,,1112.8178335004554,386.8209445627498,
1,830,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,264.2322147412372,348.41086227337473,,335.7290761040058,408.02804515446564,
2,830,,489.03989563466763,418.094674556213,,359.3612679389772,414.08742374191024,,442.8564804923542,332.13639072374144,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,830,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.7854745751943,335.16597652255757,,842.8831023152013,333.26293327929176,,912.8651707785625,400.45408065742424,
4,830,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,986.6671313799286,323.04763332729146,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,910,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,335.7290761040058,408.02804515446564,
2,910,,489.03989563466763,418.094674556213,,359.3612679389772,408.0282521442771,,442.8564804923541,330.62159782433315,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,910,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.7854745751943,335.16597652255757,,842.8831023152013,333.26293327929176,,912.8651707785625,400.45408065742424,
4,910,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,989.6967171787451,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,991,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,335.7290761040058,408.02804515446564,
2,991,,489.03989563466763,418.094674556213,,357.846475039569,406.51345924486884,,445.88606629117055,324.5624262267,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,991,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.7854745751943,335.16597652255757,,842.8831023152013,333.26293327929176,,912.8651707785625,400.45408065742424,
4,991,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,989.6967171787451,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1071,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1071,,489.03989563466763,418.094674556213,,357.846475039569,406.51345924486884,,451.9452378888037,324.5624262267,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1071,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.7854745751943,335.16597652255757,,842.8831023152013,333.26293327929176,,912.8651707785625,400.45408065742424,
4,1071,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,989.6967171787451,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1152,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1152,,489.03989563466763,418.094674556213,,357.846475039569,406.51345924486884,,451.9452378888037,324.5624262267,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1152,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.7854745751943,335.16597652255757,,842.8831023152013,333.26293327929176,,912.8651707785625,400.45408065742424,
4,1152,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,989.6967171787451,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1233,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1233,,489.03989563466763,418.094674556213,,357.846475039569,406.51345924486884,,451.9452378888037,324.5624262267,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1233,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,745.8150603740107,335.16597652255757,,838.3387236169763,328.7185545810669,,912.8651707785625,400.45408065742424,
4,1233,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,992.726302977562,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
